circuito,escuela,mesa,nombre,votos,perc,percAbs
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,LA FUERZA DEL CAMBIO,12.0,30.76,5.74
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,LIBERTAD POR SIEMPRE,34.0,100.0,16.26
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,66.66,0.95
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,A- UNIR Y FORTALECER LA IZQUIERDA,1.0,33.33,0.47
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,A- UNIDAD OBRERA,3.0,100.0,1.43
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,CORRIENTE DE PENSAMIENTO AUTENTICA,1.0,100.0,0.47
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,A- AZUL Y ROJO,1.0,100.0,0.47
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.47
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400400X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,CELESTE Y BLANCA - 1,70.0,59.82,31.96
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,CELESTE Y BLANCA - 2,47.0,40.17,21.46
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,LIBERTAD POR SIEMPRE,48.0,100.0,21.91
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,FALTA MENOS PARA VIVIR SIN MIEDO,27.0,57.44,12.32
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,LA FUERZA DEL CAMBIO,20.0,42.55,9.13
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,75.0,1.36
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,1.0,25.0,0.45
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.45
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,A- AZUL Y ROJO,1.0,100.0,0.45
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.45
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400401X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,CELESTE Y BLANCA - 1,70.0,54.68,31.11
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,CELESTE Y BLANCA - 2,58.0,45.31,25.77
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,LIBERTAD POR SIEMPRE,45.0,100.0,20.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,FALTA MENOS PARA VIVIR SIN MIEDO,25.0,60.97,11.11
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,LA FUERZA DEL CAMBIO,16.0,39.02,7.11
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,A- UNIR Y FORTALECER LA IZQUIERDA,6.0,85.71,2.66
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,1.0,14.28,0.44
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,VALORES EN ACCION,2.0,100.0,0.88
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.44
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.44
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400402X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,CELESTE Y BLANCA - 1,66.0,55.0,28.08
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,CELESTE Y BLANCA - 2,54.0,45.0,22.97
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,FALTA MENOS PARA VIVIR SIN MIEDO,31.0,53.44,13.19
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,LA FUERZA DEL CAMBIO,27.0,46.55,11.48
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,LIBERTAD POR SIEMPRE,45.0,100.0,19.14
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,5.0,62.5,2.12
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,A- UNIR Y FORTALECER LA IZQUIERDA,3.0,37.5,1.27
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,CELESTE,1.0,100.0,0.42
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,VALORES EN ACCION,1.0,100.0,0.42
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.42
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.42
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400403X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,CELESTE Y BLANCA - 1,64.0,59.25,25.49
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,CELESTE Y BLANCA - 2,44.0,40.74,17.52
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,LA FUERZA DEL CAMBIO,35.0,51.47,13.94
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,FALTA MENOS PARA VIVIR SIN MIEDO,33.0,48.52,13.14
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,LIBERTAD POR SIEMPRE,64.0,100.0,25.49
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,A- UNIR Y FORTALECER LA IZQUIERDA,7.0,100.0,2.78
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.79
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.39
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,A- AZUL Y ROJO,1.0,100.0,0.39
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400404X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,CELESTE Y BLANCA - 2,68.0,52.3,30.08
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,CELESTE Y BLANCA - 1,62.0,47.69,27.43
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,FALTA MENOS PARA VIVIR SIN MIEDO,25.0,53.19,11.06
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,LA FUERZA DEL CAMBIO,22.0,46.8,9.73
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,LIBERTAD POR SIEMPRE,31.0,100.0,13.71
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,A- UNIR Y FORTALECER LA IZQUIERDA,8.0,80.0,3.53
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,20.0,0.88
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,A- UNIDAD OBRERA,3.0,100.0,1.32
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,A- AZUL Y ROJO,2.0,100.0,0.88
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.44
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.44
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,VALORES Y SOLIDARIDAD,1.0,100.0,0.44
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400405X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,CELESTE Y BLANCA - 1,82.0,56.55,33.88
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,CELESTE Y BLANCA - 2,63.0,43.44,26.03
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,FALTA MENOS PARA VIVIR SIN MIEDO,29.0,54.71,11.98
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,LA FUERZA DEL CAMBIO,24.0,45.28,9.91
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,LIBERTAD POR SIEMPRE,35.0,100.0,14.46
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,A- UNIR Y FORTALECER LA IZQUIERDA,8.0,100.0,3.3
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.41
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA GRAL.M.M.DE GUEMES,0213400406X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,CELESTE Y BLANCA - 1,77.0,59.23,33.92
0668B,ESCUELA ES N°12,0213400407X,CELESTE Y BLANCA - 2,53.0,40.76,23.34
0668B,ESCUELA ES N°12,0213400407X,FALTA MENOS PARA VIVIR SIN MIEDO,30.0,52.63,13.21
0668B,ESCUELA ES N°12,0213400407X,LA FUERZA DEL CAMBIO,27.0,47.36,11.89
0668B,ESCUELA ES N°12,0213400407X,LIBERTAD POR SIEMPRE,33.0,100.0,14.53
0668B,ESCUELA ES N°12,0213400407X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,80.0,1.76
0668B,ESCUELA ES N°12,0213400407X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,1.0,20.0,0.44
0668B,ESCUELA ES N°12,0213400407X,CORRIENTE DE PENSAMIENTO AUTENTICA,1.0,100.0,0.44
0668B,ESCUELA ES N°12,0213400407X,"1A- TIERRA, TECHO  Y TRABAJO",1.0,100.0,0.44
0668B,ESCUELA ES N°12,0213400407X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400407X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,CELESTE Y BLANCA - 1,57.0,54.28,25.33
0668B,ESCUELA ES N°12,0213400408X,CELESTE Y BLANCA - 2,48.0,45.71,21.33
0668B,ESCUELA ES N°12,0213400408X,LA FUERZA DEL CAMBIO,28.0,52.83,12.44
0668B,ESCUELA ES N°12,0213400408X,FALTA MENOS PARA VIVIR SIN MIEDO,25.0,47.16,11.11
0668B,ESCUELA ES N°12,0213400408X,LIBERTAD POR SIEMPRE,51.0,100.0,22.66
0668B,ESCUELA ES N°12,0213400408X,A- UNIR Y FORTALECER LA IZQUIERDA,8.0,57.14,3.55
0668B,ESCUELA ES N°12,0213400408X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,6.0,42.85,2.66
0668B,ESCUELA ES N°12,0213400408X,CELESTE,1.0,100.0,0.44
0668B,ESCUELA ES N°12,0213400408X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.44
0668B,ESCUELA ES N°12,0213400408X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400408X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,CELESTE Y BLANCA - 2,64.0,52.03,27.23
0668B,ESCUELA ES N°12,0213400409X,CELESTE Y BLANCA - 1,59.0,47.96,25.1
0668B,ESCUELA ES N°12,0213400409X,LIBERTAD POR SIEMPRE,57.0,100.0,24.25
0668B,ESCUELA ES N°12,0213400409X,FALTA MENOS PARA VIVIR SIN MIEDO,28.0,62.22,11.91
0668B,ESCUELA ES N°12,0213400409X,LA FUERZA DEL CAMBIO,17.0,37.77,7.23
0668B,ESCUELA ES N°12,0213400409X,A- UNIR Y FORTALECER LA IZQUIERDA,6.0,75.0,2.55
0668B,ESCUELA ES N°12,0213400409X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,25.0,0.85
0668B,ESCUELA ES N°12,0213400409X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.85
0668B,ESCUELA ES N°12,0213400409X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400409X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,CELESTE Y BLANCA - 1,68.0,56.66,30.63
0668B,ESCUELA ES N°12,0213400410X,CELESTE Y BLANCA - 2,52.0,43.33,23.42
0668B,ESCUELA ES N°12,0213400410X,FALTA MENOS PARA VIVIR SIN MIEDO,30.0,50.84,13.51
0668B,ESCUELA ES N°12,0213400410X,LA FUERZA DEL CAMBIO,29.0,49.15,13.06
0668B,ESCUELA ES N°12,0213400410X,LIBERTAD POR SIEMPRE,34.0,100.0,15.31
0668B,ESCUELA ES N°12,0213400410X,A- UNIR Y FORTALECER LA IZQUIERDA,5.0,100.0,2.25
0668B,ESCUELA ES N°12,0213400410X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,VALORES Y SOLIDARIDAD,3.0,100.0,1.35
0668B,ESCUELA ES N°12,0213400410X,A- UNIDAD OBRERA,1.0,100.0,0.45
0668B,ESCUELA ES N°12,0213400410X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400410X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,A- UNIR Y FORTALECER LA IZQUIERDA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,FALTA MENOS PARA VIVIR SIN MIEDO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,LA FUERZA DEL CAMBIO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,LIBERTAD POR SIEMPRE,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,"1A- TIERRA, TECHO  Y TRABAJO",0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,CELESTE Y BLANCA - 1,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,CELESTE Y BLANCA - 2,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400411X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,CELESTE Y BLANCA - 1,73.0,58.87,33.18
0668B,ESCUELA ES N°12,0213400412X,CELESTE Y BLANCA - 2,51.0,41.12,23.18
0668B,ESCUELA ES N°12,0213400412X,LA FUERZA DEL CAMBIO,27.0,51.92,12.27
0668B,ESCUELA ES N°12,0213400412X,FALTA MENOS PARA VIVIR SIN MIEDO,25.0,48.07,11.36
0668B,ESCUELA ES N°12,0213400412X,LIBERTAD POR SIEMPRE,38.0,100.0,17.27
0668B,ESCUELA ES N°12,0213400412X,A- UNIR Y FORTALECER LA IZQUIERDA,4.0,100.0,1.81
0668B,ESCUELA ES N°12,0213400412X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,"1A- TIERRA, TECHO  Y TRABAJO",2.0,100.0,0.9
0668B,ESCUELA ES N°12,0213400412X,CELESTE,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,VALORES EN ACCION,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,CORRIENTE DE PENSAMIENTO AUTENTICA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,ESPERANZA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,ACCION Y SOLIDARIDAD,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,C- ANTICORRUPCIÓN,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,IZQUIERDA ANTICAPITALISTA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,A- AZUL Y ROJO,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,A- UNIDAD OBRERA,0.0,0.0,0.0
0668B,ESCUELA ES N°12,0213400412X,VALORES Y SOLIDARIDAD,0.0,0.0,0.0
0668B,JARDIN DE INFANTES N°914,0213400413X,CELESTE Y BLANCA - 1,70.0,66.03,32.25
0668B,JARDIN DE INFANTES N°914,0213400413X,CELESTE Y BLANCA - 2,36.0,33.96,16.58
0668B,JARDIN DE INFANTES N°914,0213400413X,LIBERTAD POR SIEMPRE,49.0,100.0,22.58
0668B,JARDIN DE INFANTES N°914,0213400413X,LA FUERZA DEL CAMBIO,24.0,51.06,11.05
0668B,JARDIN DE INFANTES N°914,0213400413X,FALTA MENOS PARA VIVIR SIN MIEDO,23.0,48.93,10.59
0668B,JARDIN DE INFANTES N°914,0213400413X,A- UNIR Y FORTALECER LA IZQUIERDA,6.0,75.0,2.76
0668B,JARDIN DE INFANTES N°914,0213400413X,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,2.0,25.0,0.92
0668B,JARDIN DE INFANTES N°914,0213400413X,CELESTE,2.0,100.0,0.92
0668B,JARDIN DE INFANTES N°914,0213400413X,A- UNIDAD OBRERA,2.0,100.0,0.92
0668B,JARDIN DE INFANTES N°914,0213400413X,IZQUIERDA ANTICAPITALISTA,1.0,100.0,0.46
0668B,JARDIN DE INFANTES N°914,0213400413X,A- AZUL Y ROJO,1.0,100.0,0.46
0668B,JARDIN DE INFANTES N°914,0213400413X,VALORES Y SOLIDARIDAD,1.0,100.0,0.46
